name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Cape Town,2022-10-05T09:00:00,17,17,7,51.73,0,0,,0,0,5,5.4,303,1019,25,10,352,1.3,4,10,Partially cloudy,partly-cloudy-day,FACT
Cape Town,2022-10-05T10:00:00,18,18,7,48.57,0,0,,0,0,5.8,5.4,268.9,1018,25,10,561,2,6,10,Partially cloudy,partly-cloudy-day,FACT
Cape Town,2022-10-05T11:00:00,18,18,7,48.57,0,0,,0,0,5.8,7.6,268,1018,25,10,662,2.4,7,10,Partially cloudy,partly-cloudy-day,FACT
Cape Town,2022-10-05T12:00:00,19,19,7,45.62,0,0,,0,0,6.5,9.4,271.4,1017,25,10,595,2.1,6,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-05T13:00:00,19,19,9,52.27,0,0,,0,0,5.4,18.4,300,1017,25,10,539,1.9,5,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-05T14:00:00,20,20,9,49.11,0,0,,0,0,7.2,14.8,330,1016,25,10,647,2.3,6,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-05T15:00:00,20,20,9,49.11,0,0,,0,0,7.6,18.4,300,1016,50,10,523,1.9,5,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-05T16:00:00,19,19,9,52.27,0,0,,0,0,8.6,16.6,320,1016,50,10,425,1.5,4,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-05T17:00:00,19,19,8,48.84,0,0,,0,0,8.3,16.6,320,1016,25,10,214,0.8,2,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-05T18:00:00,18,18,7,48.57,0,0,,0,0,7.6,16.6,320,1016,25,10,40,0.1,0,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-05T19:00:00,16,16,9,63.16,0,0,,0,0,8.6,18.4,320,1016,25,10,16,0.1,0,10,Partially cloudy,partly-cloudy-night,"FACT,F6172"
Cape Town,2022-10-05T20:00:00,15,15,10,72.03,0,0,,0,0,9.4,11.2,280,1017,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-05T21:00:00,14,14,9,71.84,0,0,,0,0,6.8,7.6,320,1018,0,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-05T22:00:00,14,14,10,76.83,0,0,,0,0,10.4,7.6,290,1018,0,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-05T23:00:00,13,13,10,82,0,0,,0,0,10.1,11.2,360,1017,2.6,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-06T00:00:00,12,12,10,87.56,0,0,,0,0,10.4,5.4,329.1,1017,5.8,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-06T01:00:00,12,12,10,87.56,0,0,,0,0,11.2,13,350,1018,16.9,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-06T02:00:00,12,12,10,87.56,0,0,rain,0,0,11.5,7.6,50,1018,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-06T03:00:00,10,8.4,9,93.5,0,0,rain,0,0,13.3,11.2,50,1017,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-06T04:00:00,12,12,10,87.56,0.1,100,rain,0,0,17.3,13,50,1017,25,10,0,,0,10,"Rain, Partially cloudy",rain,FACT
Cape Town,2022-10-06T05:00:00,12,12,10,87.56,0,0,rain,0,0,18.7,14.8,50,1017,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-06T06:00:00,13,13,11,87.65,0.1,100,rain,0,0,15.8,11.2,30,1018,50,10,0,,0,10,"Rain, Partially cloudy",rain,FACT
Cape Town,2022-10-06T07:00:00,13,13,11,87.65,0.1,100,rain,0,0,18.4,16.6,20,1018,88,10,22,0.1,0,10,"Rain, Partially cloudy",rain,"FACT,F6172"
Cape Town,2022-10-06T08:00:00,15,15,11,76.99,0,0,rain,0,0,18,13,360,1019,88,10,95,0.3,1,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-06T09:00:00,17,17,11,67.76,0,0,,0,0,19.1,24.1,350,1020,88,10,343,1.2,3,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-06T10:00:00,17,17,11,67.76,0,0,rain,0,0,24.5,22.3,340,1020,88,10,341,1.2,3,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-06T11:00:00,18,18,11,63.61,0.1,100,rain,0,0,25.2,27.7,330,1020,88,10,241,0.9,2,10,"Rain, Partially cloudy",rain,"FACT,F6172"
Cape Town,2022-10-06T12:00:00,19,19,11,59.75,0,0,,0,0,24.1,29.5,310,1020,88,10,238,0.9,2,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-06T13:00:00,18,18,12,67.96,0.1,100,rain,0,0,23,25.9,320,1020,88,10,128,0.5,1,10,"Rain, Partially cloudy",rain,"FACT,F6172"
Cape Town,2022-10-06T14:00:00,18,18,13,72.57,0,0,,0,0,22.7,25.9,320,1020,88,10,415,1.5,4,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-06T15:00:00,19,19,12,63.84,0,0,,0,0,23.4,31.7,310,1019,50,10,204,0.7,2,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-06T16:00:00,18,18,12,67.96,0.1,100,rain,0,0,20.5,25.9,300,1020,88,10,238,0.9,2,10,"Rain, Partially cloudy",rain,"FACT,F6172"
Cape Town,2022-10-06T17:00:00,18,18,12,67.96,0.2,100,rain,0,0,18.7,22.3,310,1020,88,10,124,0.4,1,10,"Rain, Partially cloudy",rain,"FACT,F6172"
Cape Town,2022-10-06T18:00:00,17,17,13,77.3,0.1,100,rain,0,0,13,18.4,310,1020,88,10,19,0.1,0,10,"Rain, Partially cloudy",rain,"FACT,F6172"
Cape Town,2022-10-06T19:00:00,17,17,14,82.5,0.2,100,rain,0,0,13,14.8,310,1021,88,10,10,0,0,10,"Rain, Partially cloudy",rain,"FACT,F6172"
Cape Town,2022-10-06T20:00:00,16,16,13,82.38,0,0,,0,0,14,7.6,210,1022,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-06T21:00:00,16,16,12,77.15,0,0,,0,0,17.6,11.2,210,1023,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-06T22:00:00,16,16,10,67.55,0,0,,0,0,16.6,13,210,1023,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-06T23:00:00,16,16,10,67.55,0.1,100,rain,0,0,14.8,11.2,210,1024,88,10,0,,0,10,"Rain, Partially cloudy",rain,FACT
Cape Town,2022-10-07T00:00:00,15,15,10,72.03,0,0,,0,0,11.9,11.2,210,1024,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-07T01:00:00,12,12,10,87.56,0,0,,0,0,9,5.4,170,1023,88,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-07T02:00:00,13,13,10,82,0,0,,0,0,8.3,5.4,190,1023,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-07T03:00:00,11,11,9,87.47,0,0,,0,0,9.7,7.6,200,1023,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-07T04:00:00,11,11,8,81.74,0,0,,0,0,10.4,5.4,172.6,1023,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-07T05:00:00,9,8.5,7,87.28,0,0,,0,0,13.3,5.4,140,1024,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-07T06:00:00,10,10,8,87.38,0,0,,0,0,17.3,3.6,150.4,1024,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-07T07:00:00,11,11,9,87.47,0,0,,0,0,22,5.4,156.7,1025,25,10,45,0.2,0,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-07T08:00:00,15,15,10,72.03,0,0,,0,0,23,11.2,150,1025,25,10,177,0.6,2,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-07T09:00:00,17,17,9,59.27,0,0,,0,0,19.1,14.8,180,1025,25,10,508,1.8,5,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-07T10:00:00,18,18,8,52,0,0,,0,0,16.2,18.4,170,1024,25,10,745,2.7,7,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-07T11:00:00,19,19,7,45.62,0,0,,0,0,12.2,16.6,160,1024,0,10,860,3.1,9,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-07T12:00:00,20,20,7,42.87,0,0,,0,0,9.4,16.6,180,1023,0.8,10,733,2.6,7,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-07T13:00:00,21,21,9,46.18,0,0,,0,0,11.5,20.5,190,1022,1.6,10,802,2.9,8,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-07T14:00:00,21,21,10,49.39,0,0,,0,0,13.3,25.9,180,1022,5,10,756,2.7,8,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-07T15:00:00,20,20,11,56.15,0,0,,0,0,17.3,27.7,190,1021,16.1,10,434,1.6,4,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-07T16:00:00,19,19,11,59.75,0,0,,0,0,23.8,29.5,200,1021,4.7,10,268,1,3,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-07T17:00:00,18,18,11,63.61,0,0,,0,0,25.2,31.7,190,1020,27.7,10,247,0.9,2,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-07T18:00:00,17,17,11,67.76,0,0,,0,0,51.8,33.5,200,1020,100,10,48,0.2,0,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-07T19:00:00,16,16,11,72.21,0,0,,0,0,33.8,24.1,200,1020,99.6,10,37,0.1,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-07T20:00:00,16,16,12,77.15,0,0,,0,0,29.9,24.1,220,1019,92.2,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-07T21:00:00,15,15,12,82.26,0,0,,0,0,15.1,20.5,230,1020,5.2,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-07T22:00:00,15,15,13,87.83,0,0,,0,0,12.6,9.4,220,1020,8.3,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-07T23:00:00,15,15,13,87.83,0,0,,0,0,11.2,13,230,1019,17.3,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-08T00:00:00,14,14,12,87.74,0,0,,0,0,9.4,11.2,230,1018,5.1,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-08T01:00:00,14,14,12,87.74,0,0,,0,0,6.5,11.2,230,1018,35.3,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-08T02:00:00,12,12,11,93.6,0,0,,0,0,7.6,7.6,170,1017,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-08T03:00:00,11,11,11,100,0,0,,0,0,7.6,1.8,174,1016,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-08T04:00:00,10,10,10,100,0,0,,0,0,9.4,3.6,187.3,1016,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-08T05:00:00,11,11,11,100,0,0,,0,0,11.5,1.8,181.7,1016,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-08T06:00:00,13,13,12,93.65,0,0,,0,0,13.3,14.8,220,1015,99.9,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-08T07:00:00,14,14,12,87.74,0,0,,0,0,15.5,14.8,220,1016,5,10,40,0.1,0,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-08T08:00:00,15,15,13,87.83,0,0,,0,0,15.1,25.9,200,1017,27.7,10,190,0.7,2,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-08T09:00:00,17,17,12,72.39,0,0,,0,0,14.4,29.5,200,1017,100,10,530,1.9,5,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-08T10:00:00,19,19,12,63.84,0,0,,0,0,14,22.3,200,1016,100,10,757,2.7,8,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-08T11:00:00,20,20,12,59.99,0,0,,0,0,15.8,22.3,210,1016,100,10,891,3.2,9,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-08T12:00:00,20,20,13,64.06,0,0,,0,0,19.8,27.7,190,1016,83.8,10,608,2.2,6,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-08T13:00:00,20,20,13,64.06,0,0,,0,0,21.2,25.9,200,1016,99.3,10,796,2.9,8,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-08T14:00:00,21,21,13,60.22,0,0,,0,0,22.3,31.7,180,1016,100,10,463,1.7,5,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-08T15:00:00,20,20,14,68.37,0,0,,0,0,26.3,37.1,190,1016,100,10,469,1.7,5,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-08T16:00:00,19,19,14,72.75,0,0,,0,0,28.4,40.7,180,1015,72.4,10,286,1,3,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-08T17:00:00,19,19,13,68.17,0,0,,0,0,32,44.6,180,1015,25,10,306,1.1,3,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-08T18:00:00,18,18,14,77.46,0,0,,0,0,36.4,40.7,190,1016,25,10,64,0.2,1,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-08T19:00:00,17,17,13,77.3,0,0,,0,0,39.2,40.7,190,1016,25,10,21,0.1,0,10,Partially cloudy,partly-cloudy-night,"FACT,F6172"
Cape Town,2022-10-08T20:00:00,16,16,14,87.92,0,0,,0,0,40.3,37.1,200,1016,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-08T21:00:00,16,16,14,87.92,0,0,,0,0,41.4,31.7,200,1016,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-08T22:00:00,16,16,14,87.92,0,0,,0,0,43.6,35.3,200,1017,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-08T23:00:00,16,16,14,87.92,0,0,,0,0,42.5,29.5,200,1017,25,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-09T00:00:00,16,16,14,87.92,0,0,,0,0,38.2,31.7,190,1017,89.3,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-09T01:00:00,16,16,13,82.38,0,0,,0,0,34.9,33.5,210,1017,85.2,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-09T02:00:00,16,16,12,77.15,0,0,,0,0,38.5,27.7,210,1017,98.3,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-09T03:00:00,15,15,12,82.26,0,0,,0,0,34.6,24.1,210,1016,44.7,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-09T04:00:00,16,16,12,77.15,0,0,,0,0,36.7,35.3,200,1017,76.4,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-09T05:00:00,16,16,13,82.38,0,0,,0,0,40.7,44.6,190,1017,1.6,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-09T06:00:00,16,16,13,82.38,0,0,,0,0,41,35.3,180,1019,0,10,0,,0,10,Clear,clear-night,FACT
Cape Town,2022-10-09T07:00:00,17,17,13,77.3,0,0,,0,0,40.3,31.7,170,1019,5,10,42,0.2,0,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-09T08:00:00,18,18,12,67.96,0,0,,0,0,39.6,24.1,180,1020,100,10,184,0.7,2,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-09T09:00:00,20,20,11,56.15,0,0,,0,0,37.8,25.9,170,1021,25.4,10,503,1.8,5,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-09T10:00:00,21,21,12,56.4,0,0,,0,0,35.3,35.3,190,1021,25,10,707,2.5,7,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-09T11:00:00,22,22,13,56.65,0,0,,0,0,34.2,35.3,180,1021,25,10,833,3,8,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-09T12:00:00,23,23,13,53.31,0,0,,0,0,37.1,35.3,190,1021,25,10,622,2.2,6,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-09T13:00:00,22,22,14,60.46,0,0,,0,0,37.4,42.5,190,1021,19.6,10,744,2.7,7,10,Clear,clear-day,"FACT,F6172"
Cape Town,2022-10-09T14:00:00,23,23,14,56.89,0,0,,0,0,37.4,40.7,180,1020,39.3,10,580,2.1,6,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-09T15:00:00,21,21,14,64.28,0,0,,0,0,36.7,44.6,180,1019,76.4,10,465,1.7,5,10,Partially cloudy,partly-cloudy-day,"FACT,F6172"
Cape Town,2022-10-09T16:00:00,23,23,14,56.89,0,0,,0,0,40.7,33.5,180,1019,99.8,10,182,0.7,2,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-09T17:00:00,22,22,14,60.46,0,0,,0,0,39.6,29.5,190,1019,99.2,10,192,0.7,2,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-09T18:00:00,21,21,14,64.28,0,0,,0,0,37.4,24.1,220,1019,100,10,39,0.1,0,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-09T19:00:00,19,19,14,72.75,0,0,,0,0,36,31.7,190,1019,25,10,15,0.1,0,10,Partially cloudy,partly-cloudy-night,"FACT,F6172"
Cape Town,2022-10-09T20:00:00,20,20,14,68.37,0,0,,0,0,28.1,27.7,190,1019,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-09T21:00:00,20,20,13,64.06,0,0,,0,0,22.7,25.9,170,1019,98.3,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-09T22:00:00,19,19,12,63.84,0,0,,0,0,18.7,18.4,170,1019,75.9,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-09T23:00:00,19,19,13,68.17,0,0,,0,0,18.7,20.5,200,1018,21.7,10,0,,0,10,Partially cloudy,partly-cloudy-night,FACT
Cape Town,2022-10-10T00:00:00,17,17,14,82.5,0,0,,0,0,14,20.5,230,1018,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T01:00:00,18,18,13,72.57,0,0,,0,0,16.2,20.5,220,1017,99.6,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T02:00:00,17,17,14,82.5,0,0,,0,0,16.6,20.5,240,1016,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T03:00:00,16,16,13,82.38,0,0,,0,0,13,14.8,240,1016,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T04:00:00,16,16,13,82.38,0,0,,0,0,10.4,11.2,220,1015,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T05:00:00,16,16,13,82.38,0,0,,0,0,10.8,7.6,220,1015,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T06:00:00,16,16,13,82.38,0,0,,0,0,12.6,9.4,240,1015,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T07:00:00,15,15,13,87.83,0,0,,0,0,13,7.6,250,1015,100,10,58,0.2,1,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T08:00:00,17,17,14,82.5,0,0,,0,0,7.6,7.6,200,1015,100,10,175,0.6,2,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T09:00:00,21,21,13,60.22,0,0,,0,0,11.2,13,200,1014,100,10,232,0.8,2,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T10:00:00,21,21,13,60.22,0,0,,0,0,13,9.4,230,1015,100,10,503,1.8,5,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T11:00:00,22,22,14,60.46,0,0,,0,0,7.2,13,210,1014,100,10,298,1.1,3,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T12:00:00,23,23,13,53.31,0,0,,0,0,7.9,9.4,210,1014,100,10,305,1.1,3,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T13:00:00,24,24,13,50.19,0,0,,0,0,8.6,13,190,1013,100,10,474,1.7,5,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T14:00:00,24,24,13,50.19,0,0,,0,0,11.2,16.6,180,1012,100,10,173,0.6,2,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T15:00:00,22,22,12,53.05,0,0,,0,0,7.6,13,160,1012,100,10,105,0.4,1,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T16:00:00,21,21,15,68.57,0,0,,0,0,7.6,11.2,190,1010,100,10,48,0.2,0,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T17:00:00,20,20,16,77.76,0,0,,0,0,9,9.4,40,1010,100,10,17,0.1,0,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T18:00:00,22,22,15,64.49,0,0,,0,0,6.5,11.2,80,1009,100,10,56,0.2,1,10,Overcast,cloudy,"FACT,F6172"
Cape Town,2022-10-10T19:00:00,21,21,15,68.57,0,0,,0,0,6.1,11.2,200,1008,84.6,10,20,0.1,0,10,Partially cloudy,partly-cloudy-night,"FACT,F6172"
Cape Town,2022-10-10T20:00:00,19,19,14,72.75,0,0,,0,0,4.3,3.6,191.7,1009,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T21:00:00,17,17,14,82.5,0,0,,0,0,8.3,7.6,80,1009,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T22:00:00,19,19,14,72.75,0,0,,0,0,3.2,1.8,211.7,1010,100,10,0,,0,10,Overcast,cloudy,FACT
Cape Town,2022-10-10T23:00:00,19,19,12,63.84,0,0,,0,0,4.7,22.3,340,1010,100,10,0,,0,10,Overcast,cloudy,FACT
