name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Cape Town,2022-09-12T15:00:00,17,17,7,51.75,0,0,,0,0,19.1,22.3,200,1028,27.6,10,528,1.9,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-12T16:00:00,17,17,7,51.75,0,0,,0,0,17.3,22.3,180,1028,27.6,10,373,1.3,4,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-12T17:00:00,15.3,15.3,6.5,55.78,0,0,,0,0,22.4,12.6,207,1028,0,10,173,0.6,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-12T18:00:00,15,15,7,58.79,0,0,,0,0,22.3,24.1,190,1028,0,10,28,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-12T19:00:00,14,14,8,67.15,0,0,,0,0,25.2,22.3,190,1029,0,10,9,0,0,10,Clear,clear-night,"68816099999,FACT,F6172"
Cape Town,2022-09-12T20:00:00,13.7,13.7,5.4,57.25,0,0,,0,0,24.7,9.5,134,1029.4,0,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-12T21:00:00,13,13,9,76.68,0,0,,0,0,26.3,22.3,190,1030,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-12T22:00:00,13,13,9,76.68,0,0,,0,0,26.3,20.5,190,1030,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-12T23:00:00,13.1,13.1,5.9,61.77,0,0,,0,0,20.8,12.5,173,1030.1,1,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-13T00:00:00,13,13,10,82.01,0,0,,0,0,28.8,18.4,180,1029,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-13T01:00:00,13,13,10,82.01,0,0,,0,0,29.9,18.4,190,1029,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-13T02:00:00,13.2,13.2,6.8,64.94,0,0,,0,0,13.7,4.4,305,1028.1,0,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-13T03:00:00,13,13,11,87.66,0,0,,0,0,28.8,16.6,190,1028,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-13T04:00:00,12,12,10,87.57,0,0,,0,0,25.9,9.4,180,1027,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-13T05:00:00,13.3,13.3,7.5,67.97,0,0,,0,0,14.1,6.3,216,1027,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-13T06:00:00,12,12,10,87.57,0,0,,0,0,27.7,14.8,210,1027,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-13T07:00:00,13,13,11,87.66,0,0,,0,0,30.2,20.5,200,1027,0,10,15,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T08:00:00,16.9,16.9,8.7,58.34,0,0,,0,0,36.7,14.2,181,1026.7,0,20.5,50,0.2,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-13T09:00:00,16,16,11,72.22,0,0,,0,0,29.2,22.3,190,1027,0,10,304,1.1,3,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T10:00:00,18,18,11,63.63,0,0,,0,0,25.2,20.5,190,1027,0,10,595,2.1,6,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T11:00:00,21.4,21.4,7.6,41.06,0,0,,0,0,25.5,8.7,134,1025.8,0,20.5,764,2.8,8,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-13T12:00:00,21,21,10,49.4,0,0,,0,0,16.2,18.4,180,1025,0,10,783,2.8,8,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T13:00:00,21,21,11,52.8,0,0,,0,0,14.8,20.5,210,1025,0,10,693,2.5,7,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T14:00:00,23,23,7.8,37.73,0,0,,0,0,32.4,13.1,114,1023.1,0,25.7,621,2.2,6,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-13T15:00:00,19,19,13,68.18,0,0,,0,0,19.4,27.7,200,1023,0,10,525,1.9,5,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T16:00:00,19,19,13,68.18,0,0,,0,0,25.9,25.9,210,1022,0,10,373,1.3,4,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T17:00:00,22.5,22.5,8.6,40.81,0,0,,0,0,31.4,13.2,147,1020.9,0,10,178,0.6,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-13T18:00:00,18,18,13,72.58,0,0,,0,0,28.4,20.5,230,1022,0,10,29,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-13T19:00:00,16,16,13,82.39,0,0,,0,0,27.7,22.3,230,1022,0,10,11,0,0,10,Clear,clear-night,"68816099999,FACT,F6172"
Cape Town,2022-09-13T20:00:00,21.5,21.5,8.1,42.02,0,0,,0,0,27.8,9,137,1020.4,0,25.7,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-13T21:00:00,15,15,13,87.84,0,0,,0,0,12.6,14.8,240,1021,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-13T22:00:00,15,15,12,82.26,0,0,,0,0,9.7,14.8,210,1020,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-13T23:00:00,21.7,21.7,4.6,32.68,0,0,,0,0,23.9,10.4,143,1019.3,0,25.7,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-14T00:00:00,15,15,11,77,0,0,,0,0,6.5,7.6,220,1019,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-14T01:00:00,13,13,10,82.01,0,0,,0,0,5,7.6,230,1018,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-14T02:00:00,16.7,16.7,4.2,43.42,0,0,,0,0,6.4,2.5,188,1017.6,0,25.7,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-14T03:00:00,10,10,9,93.5,0,0,,0,0,4,1.8,93.6,1017,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-14T04:00:00,10,10,8,87.38,0,0,,0,0,3.6,5.4,40,1016,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-14T05:00:00,16,16,4,44.82,0,0,,0,0,5.5,2.5,187,1016,0,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-14T06:00:00,10,10,8,87.38,0,0,,0,0,2.2,1.8,24.4,1016,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-14T07:00:00,9,7.6,7,87.29,0,0,,0,0,2.5,9.4,50,1015,0,10,12,0,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T08:00:00,18.2,18.2,6.1,45.21,0,0,,0,0,3.1,0.1,93,1016.1,0,15.2,46,0.2,0,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-14T09:00:00,18,18,12,67.97,0,0,,0,0,4.3,3.6,350.7,1016,0,10,282,1,3,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T10:00:00,23,23,11,46.74,0,0,,0,0,5.4,5.4,325,1016,0,10,599,2.2,6,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T11:00:00,23.8,23.8,7.8,35.86,0,0,,0,0,15.6,7.6,249,1015.9,0,10,791,2.8,8,10,Clear,clear-day,"68912099999,68813099999,68817099999,FACT,68819099999,68916099999,F6172"
Cape Town,2022-09-14T12:00:00,26,26,10,36.54,0,0,,0,0,6.8,7.6,190,1015,0,10,772,2.8,8,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T13:00:00,27,26.4,8,30.1,0,0,,0,0,6.5,9.4,150,1015,0,10,660,2.4,7,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T14:00:00,26.3,26.3,5.3,26.01,0,0,,0,0,19.2,8.9,238,1014.2,0,25.7,616,2.2,6,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-14T15:00:00,24,24,10,41.17,0,0,,0,0,9.4,14.8,150,1014,0,10,528,1.9,5,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T16:00:00,23,23,12,49.94,0,0,,0,0,7.6,11.2,150,1014,0,10,378,1.4,4,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T17:00:00,26.3,26.3,10,35.98,0,0,,0,0,14.2,8,59,1013.5,0,10,178,0.6,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-14T18:00:00,18,18,13,72.58,0,0,,0,0,8.6,16.6,170,1014,0,10,30,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-14T19:00:00,16,16,15,93.79,0,0,,0,0,18.4,22.3,170,1015,89,10,13,0,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT,F6172"
Cape Town,2022-09-14T20:00:00,18.6,18.6,11.4,62.8,0,0,,0,0,12.9,5.3,141,1014.8,1,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-14T21:00:00,16,16,14,87.93,0,0,,0,0,22.7,20.5,200,1016,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-14T22:00:00,15,15,14,93.75,0,0,,0,0,20.2,24.1,220,1016,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-14T23:00:00,17.3,17.3,9.7,60.82,0,0,,0,0,8.8,2.7,73,1015.2,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-15T00:00:00,15,15,14,93.75,0,0,,0,0,20.2,22.3,210,1016,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-15T01:00:00,15,15,14,93.75,0,0,,0,0,20.5,20.5,210,1015,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-15T02:00:00,15.1,15.1,9.7,70.51,0,0,,0,0,3.3,0.3,294,1015.3,0,15.2,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-15T03:00:00,14,14,13,93.7,0,0,,0,0,15.8,18.4,210,1015,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-15T04:00:00,14,14,13,93.7,0,0,,0,0,14.4,18.4,220,1015,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-15T05:00:00,14.2,14.2,7.8,65.68,0,0,,0,0,1.9,0.2,167,1015.3,0,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-15T06:00:00,14,14,13,93.7,0,0,,0,0,14.4,9.4,220,1016,0,10,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-15T07:00:00,14,14,13,93.7,0,0,,0,0,9.7,14.8,200,1017,0,5,19,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T08:00:00,15,15,10.9,76.13,0,0,,0,0,4.3,0.3,118,1017.5,0,5,80,0.3,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-15T09:00:00,16,16,14,87.93,0,0,,0,0,9.4,9.4,170,1017,27.6,7,259,0.9,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T10:00:00,18,18,14,77.46,0,0,,0,0,9.7,9.4,210,1017,27.6,10,537,1.9,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T11:00:00,21.5,21.5,13.6,60.54,0,0,,0,0,12.4,6.3,10,1017.6,0,10,746,2.7,7,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-15T12:00:00,21,21,14,64.29,0,0,,0,0,3.6,11.2,240,1017,0,10,717,2.6,7,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T13:00:00,23,23,12,49.94,0,0,,0,0,4,5.4,186,1017,0,10,675,2.4,7,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T14:00:00,23.6,23.6,9.7,41.42,0,0,,0,0,15.5,7.7,301,1016.1,0,20.5,555,2,6,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-15T15:00:00,20,20,13,64.07,0,0,,0,0,10.8,22.3,180,1016,0,10,383,1.4,4,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T16:00:00,19,19,14,72.76,0,0,,0,0,6.8,20.5,170,1016,0,10,336,1.2,3,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T17:00:00,21.8,21.8,12.1,54.36,0,0,,0,0,16,9.1,35,1015.9,0,10,144,0.5,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-15T18:00:00,18,18,14,77.46,0,0,,0,0,5.8,14.8,170,1016,0,10,20,0.1,0,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-15T19:00:00,15,15,13,87.84,0,0,,0,0,6.1,9.4,160,1017,0,10,6,0,0,10,Clear,clear-night,"68816099999,FACT,F6172"
Cape Town,2022-09-15T20:00:00,17.7,17.7,11.9,68.79,0,0,,0,0,7.8,3.1,129,1016.7,0,12.6,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-15T21:00:00,14,14,13,93.7,0,0,,0,0,6.1,1.8,161.1,1017,0,5,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-15T22:00:00,12,12,12,100,0,0,,0,0,6.5,1.8,156.6,1017,0,4,0,,0,10,Clear,clear-night,"68816099999,FACT"
Cape Town,2022-09-15T23:00:00,15.5,15.5,10.2,70.59,0,0,,0,0,4.4,0.2,178,1016.8,0,2,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-16T00:00:00,12,12,11,93.6,0,0,,0,0,2.2,3.6,70,1016,50,2,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-16T01:00:00,14,14,14,100,0,0,,0,0,2.9,3.6,212.4,1016,89,3,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-16T02:00:00,14.3,14.3,10,75.42,0,0,,0,0,3.7,0.1,167,1016.4,0.5,1,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-16T03:00:00,14,14,13,93.7,0,0,,0,0,2.2,1.8,150,1016,100,0,0,,0,10,Overcast,cloudy,"68816099999,FACT"
Cape Town,2022-09-16T04:00:00,13,13,13,100,0,0,,0,0,2.9,3.6,160,1015,47.5,0,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-16T05:00:00,12.6,12.6,10,84.4,0,0,,0,0,3.1,0.1,59,1015.7,1.1,0,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-16T06:00:00,13,13,13,100,0,0,,0,0,2.2,3.6,60,1015,47.5,0,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-16T07:00:00,13,13,12,93.65,0,0,,0,0,2.9,0,0,1015,89,0,15,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T08:00:00,12.8,12.8,10.6,86.65,0,0,,0,0,4.2,2.4,48,1015.9,1,0,105,0.4,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-16T09:00:00,15,15,14,93.75,0,0,,0,0,3.2,5.4,342,1016,27.6,5,187,0.7,2,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T10:00:00,16,16,14,87.93,0,0,,0,0,5.8,3.6,309.6,1015,27.6,10,462,1.7,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T11:00:00,15.7,15.7,11.8,77.91,0,0,,0,0,22.1,9.9,293,1016.3,0.3,10,648,2.3,6,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-16T12:00:00,18,18,13,72.58,0,0,,0,0,7.9,20.5,330,1016,27.6,10,713,2.6,7,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T13:00:00,19,19,12,63.85,0,0,,0,0,9.4,20.5,320,1015,0,10,645,2.3,6,10,Clear,clear-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T14:00:00,18.1,18.1,10.5,61.39,0,0,,0,0,29.6,15.3,250,1014.6,0.3,20.5,582,2.1,6,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-16T15:00:00,21,21,11,52.8,0,0,,0,0,10.1,9.4,360,1014,27.6,10,477,1.7,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T16:00:00,20,20,11,56.16,0,0,,0,0,10.1,11.2,140,1014,27.6,10,324,1.2,3,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T17:00:00,16.1,16.1,11.1,72.25,0,0,,0,0,35.1,19.7,246,1015.7,0.3,10,98,0.4,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-16T18:00:00,17,17,12,72.4,0,0,,0,0,13,20.5,230,1016,27.6,10,28,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-16T19:00:00,17,17,12,72.4,0,0,,0,0,11.2,18.4,220,1017,50,10,9,0,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT,F6172"
Cape Town,2022-09-16T20:00:00,15.1,15.1,10.4,73.74,0,0,,0,0,24,12.3,252,1017.2,0.3,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-16T21:00:00,16,16,12,77.16,0,0,,0,0,9.4,13,200,1018,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-16T22:00:00,15,15,11,77,0,0,,0,0,5.4,11.2,230,1018,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-16T23:00:00,14.4,14.4,9.5,72.4,0,0,,0,0,16.5,8.7,240,1018.3,1,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-17T00:00:00,14,14,11,82.14,0,0,rain,0,0,5.4,13,240,1018,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-17T01:00:00,13,13,10,82.01,0,0,rain,0,0,7.9,1.8,201.6,1018,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-17T02:00:00,13.5,13.5,9.1,74.83,0,0,rain,0,0,8,2.4,220,1017.2,0.3,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-17T03:00:00,12,12,10,87.57,0,0,rain,0,0,11.9,1.8,201.6,1017,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-17T04:00:00,12,12,11,93.6,0,0,rain,0,0,13,3.6,20,1016,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-17T05:00:00,12.5,12.5,9.3,80.78,0,0,rain,0,0,9.3,3.6,221,1016.6,1,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-17T06:00:00,13,13,10,82.01,0,0,rain,0,0,13.3,5.4,187.5,1016,89,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-17T07:00:00,13,13,10,82.01,0,0,rain,0,0,15.1,1.8,198.5,1016,50,10,32,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-17T08:00:00,13.3,13.3,9.6,78.38,0,0,rain,0,0,3,0.2,171,1017.5,1,10,76,0.3,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-17T09:00:00,15,15,10,72.04,0,0,,0,0,14,3.6,199.7,1017,89,10,408,1.5,4,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-17T10:00:00,15,15,10,72.04,0,0,rain,0,0,12.6,20.5,230,1018,89,10,507,1.8,5,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-17T11:00:00,14.7,14.7,9.7,72.04,0,0,rain,0,0,16.6,4.9,243,1017.5,1.1,10,206,0.7,2,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-17T12:00:00,15,15,10,72.04,0,0,rain,0,0,13,22.3,220,1017,100,10,331,1.2,3,10,Overcast,cloudy,"68816099999,FACT,F6172"
Cape Town,2022-09-17T13:00:00,16,16,9,63.17,0,0,,0,0,11.5,16.6,200,1017,100,10,145,0.5,1,10,Overcast,cloudy,"68816099999,FACT,F6172"
Cape Town,2022-09-17T14:00:00,15.5,15.5,6.8,56.1,0.14,100,rain,0,0,19.9,8.8,239,1016.7,1,10,237,0.9,2,10,Rain,rain,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-17T15:00:00,16,16,7,55.15,0,0,rain,0,0,13.7,20.5,210,1016,89,10,201,0.7,2,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-17T16:00:00,16,16,8,59.04,0,0,rain,0,0,13,18.4,200,1016,89,10,84,0.3,1,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-17T17:00:00,13.9,13.9,6.7,61.68,0,0,rain,0,0,27.1,13.6,255,1017.4,1,10,29,0.1,0,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-17T18:00:00,15,15,7,58.79,0,0,,0,0,13,16.6,220,1017,89,10,11,0,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-17T19:00:00,14,14,8,67.15,0,0,,0,0,13.3,14.8,210,1017,50,10,3,0,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT,F6172"
Cape Town,2022-09-17T20:00:00,13.3,13.3,6,61.55,0,0,,0,0,11.3,5.2,248,1017.6,0.6,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-17T21:00:00,13,13,9,76.68,0,0,rain,0,0,14.8,9.4,190,1017,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-17T22:00:00,13,13,9,76.68,0,0,rain,0,0,13.3,11.2,200,1017,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-17T23:00:00,12,12,4.8,61.03,0,0,rain,0,0,7.3,2.7,219,1016.4,0.7,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-18T00:00:00,12,12,6,66.72,0,0,rain,0,0,16.2,13,220,1016,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-18T01:00:00,12,12,5,62.25,0,0,rain,0,0,16.2,9.4,230,1016,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-18T02:00:00,11.1,11.1,4.3,62.67,0,0,,0,0,5.8,2.6,200,1015.9,0.6,20.5,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-18T03:00:00,12,12,6,66.72,0,0,,0,0,10.1,9.4,240,1015,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-18T04:00:00,12,12,6,66.72,0,0,,0,0,6.8,9.4,230,1015,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-18T05:00:00,11.3,11.3,4.9,64.99,0,0,,0,0,5.7,2.6,220,1015.3,0.6,10,0,,0,10,Clear,clear-night,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999"
Cape Town,2022-09-18T06:00:00,11,11,6,71.28,0,0,,0,0,5,9.4,270,1015,27.6,10,0,,0,10,Partially cloudy,partly-cloudy-night,"68816099999,FACT"
Cape Town,2022-09-18T07:00:00,10,10,6,76.19,0,0,,0,0,4.7,5.4,216.1,1016,27.6,10,14,0.1,0,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T08:00:00,11.3,11.3,4.5,63.02,0,0,,0,0,3,2.4,289,1017.4,0.3,20.5,61,0.2,1,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
Cape Town,2022-09-18T09:00:00,13,13,6,62.49,0,0,,0,0,4,3.6,305.6,1017,27.6,10,366,1.3,4,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T10:00:00,16,16,7,55.15,0,0,,0,0,3.2,9.4,180,1017,50,10,737,2.7,7,10,Partially cloudy,partly-cloudy-day,"68816099999,FACT,F6172"
Cape Town,2022-09-18T11:00:00,14.9,14.9,4.5,49.56,0,0,,0,0,11.2,3.9,326,1017.3,0.3,10,788,2.8,8,10,Clear,clear-day,"68816099999,68912099999,68813099999,68817099999,FACT,68819099999,F6172"
